tweet,class
Our 99th season begins tonight! #TMLtalkhttps://t.co/b4ub5s6q8R,1
Therefore... LEAFS WIN! #TMLtalk,1
We found a new face at the rink. #TMLtalk http://t.co/CvmUVUaiKz,1
JAMES REIMER WITH NO REGARD FOR ANYONE OUT HERE ROBBING PEOPLE. #TMLtalk,1
Pigs are AMAZING. Did you know they prefer to sleep nose-to-nose & that mother sing to their young? #FriendsNotFood https://t.co/XuPaAhO5cM,1
The #LegendsRow statues have been unveiled! Here they are. #TMLFanFest http://t.co/astHBVS3rb,1
RT .@Chevron: Engineering #LikeAGirl: We’re always thinking of new ways to power the world.  We’re doing it #LikeAGirl http://t.co/fkpI5rpaeG,1
A Nation is only as strong as the people within it. #TMLtalkhttps://t.co/H8xYUjnWhn,1
Imagine a pipe is shoved down your throat food is funneled to your stomach then you're killed. Don't eat #FoieGras. https://t.co/Vy1lgAEv7r,1
Eating meat ?????????? is:Bad for your health ????????Bad for animals ??????????Bad for the planet ??????????#Reasons2GoVegan,1
@MStrooo6 :D http://t.co/Ganf7uiXyr,1
I'm so ready for Hillary. #RuinAWeddingIn5Words http://t.co/am2JH3sz1c,1
Have you watched the #LikeAGirl video? Watch it now! https://t.co/35VkB2M1pl,1
There is no educational value in watching animals at a zoo where they're denied everything natural. #BoycottTheZoo http://t.co/njaKh97JPU,1
Congratulations to @ScottforFlorida! Keeping Florida on the right track. #sayfie #flgov http://t.co/Y7juVY40gz,1
RT @Reince: Thank you Nancy Reagan and the #ReaganLibrary for hosting the #GOPDebate. http://t.co/JjTcVWIwyI,1
Because of @BarackObama’s policies 5.5 million more Americans live in poverty since 2009. #SOTU,1
Join us in wishing George and Laura Bush a Happy Anniversary! https://t.co/9A7EZE5BKs,1
We’re fighting for girls’ confidence everywhere! Let’s stand up and change what it means to do things #LikeAGirl http://t.co/8ZsNRtyEPi,1
#Leafs in Ottawa Update: JOFFREY LUPUL WITH THE OT WINNER! #Leafs take the 4-3 win! #TMLtalk,1
The man looks good in any shade of Blue and White.  https://t.co/AmC9ekrkPQ,1
RT @StellaArtois: Stella Artois and @Water.org have ended these journeys for Teresa and others like her. http://t.co/CR3ToneQFZ http://t.co…,1
All she can do is wait in fear of the next scary & painful procedure that will be performed on her. #StopAnimalTests https://t.co/EZ7PdRBOJ8,1
Retweet if you agree: Eric Holder's departure is well overdue. http://t.co/WUQ7v7r6Ue,1
The Right Guard Canada Final Score: The #Leafs defeat the Stars by a 4-1 score. #TMLtalk #ForTheWin https://t.co/lIsF8Xh3Vm,1
Retweet if you're proud to be a Republican! Happy #WorldElephantDay! http://t.co/A4F3ujfd9Q,1
??NOT????????????YOUR????????????MOM??????NOT????????????YOUR????????????MILK????,1
Make a note and tell your future grandchildren where you were when the first NHL challenge happened. #TMLtalk,1
It costs $4M to air a commercial during the #SuperBowl. That same amount would get 160000 people @water for life.,1
$7.5 trillion has been added to the debt since Obama was inaugurated. #SOTU http://t.co/R5xcJYmwfo,1
Raccoons killed for fur spend their whole lives in filthy cages before being skinned alive. #WearYourOwnSkin https://t.co/nFfRhYyZ8K,1
We’re officially living in the future. WHY is this still happening to animals?! #BackToTheFuture #FutureDay https://t.co/x82TlUXsWz,1
RT @StellaArtois: Your RTs yesterday helped bring water to 22000+ families in need. Thanks for your support! http://t.co/kjCuor9Zdf http:/…,1
We should LOVE animals not test on them. Help us #StopAnimalTests: http://t.co/Cq1YXiIEOE http://t.co/Ytcc6qvzoE,1
RT .@BenefitBeauty: Thanks for reminding us what it looks like to do it #likeagirl .@always. #ladiesdoitbest,1
RT @frankcorrado22: Cant begin to describe how it feels to be come home! Its an honor and privilege to have this opportunity looking forwa…,1
Dolphins belong in the wild with their families—not in tanks forced to perform tricks for crowds. #SeaWorldSucks https://t.co/ok97GLxD08,1
Confidence isn't something you're born with. .@RachelJSimmons http://t.co/v100LWRjjs,1
@rylandR5 thank you for your support!,1
Today we’re reminded of the resilience of the American spirit and the values we hold dear. #NeverForget http://t.co/lXrHE29G9I,1
If we all join in tonight tomorrow we’ll wake up in a world where #LikeAGirl means amazing things RT +1 http://t.co/rfBdWZOKUH,1
Mitch McConnell always fights for #Kentucky. Congratulations to @Team_Mitch. #kysen http://t.co/sr3c1Ribhb,1
Median income for Americans has declined by $2484 since @BarackObama took office #SOTU,1
Never. Stop. Fighting. For them & for ALL animals. http://t.co/0TFD5SPiJE,1
|???????||     THINGS      ||        ARE         | | HAPPENING!  |     | _______| (\__/) || (•?•) || /   ? http://t.co/vfpJRAVL0Q,1
Lions can leap up to 36ft! They should not be in cages with barely enough room to turn around in. #BoycottTheCircus https://t.co/XAiiMwqbNd,1
RT @BenAffleck: . @EasternCongo is important to me and @Water is important to Matt. That’s why we decided to do this: http://t.co/En8NB50TQS,1
RT @AvanJogia: My girlfriend @zoeydeutch doing something rather special with @Water. Please check it out and help if you can http://t.co/rv…,1
There are millions of dogs in shelters. There's NEVER an excuse to buy from pet stores or breeders. #AdoptDontBuy https://t.co/2JKkAzg0PQ,1
#CrashTwitter #LikeAGirl. Tonight we need your help to change #LikeAGirl into the ultimate compliment. RT+1 http://t.co/57GHuEtdAP,1
Happy Birthday Jonathan! #TMLtalk http://t.co/Z5hNKkdZ5B,1
It's a @ScotiaHockey Game Day! The #Leafs kick off their season tonight. #TMLtalkPREVIEW ? http://t.co/3en1jBtPYN http://t.co/ZjsatfbQsc,1
Getting your cat declawed is like getting your fingers cut off at the first knuckle. DON'T DO IT. #DeclawingIsWrong http://t.co/9gspNN0Pra,1
James van Riemsdyk scores our first of the season. #TMLtalk https://t.co/QZMxCUNsp2,1
Animals tortured & killed in labs all over the world:- ??- ??- ??- ??- ??- ??- ??+ more#StopAnimalTests,1
Helping animals is NOT a crime! Woman charged w/ criminal mischief for THIS. http://t.co/zqcngf52rp @TorontoPigSave http://t.co/ohTKCvh6PX,1
Tonight it’s up you to help change the phrase #LikeAGirl so it’s downright amazing. RT to #CrashTwitter#LikeAGirl http://t.co/wtgTQXleHh,1
Tonight we are changing the meaning of #LikeAGirl to mean downright amazing. Vote to get the word out. http://t.co/gW0Qj7GMfv,1
Let's hear it for @joniernst's uplifting message! #SOTU http://t.co/EsuvKtQcR6,1
We’re not going to stop until the world thinks #LikeAGirl is a compliment. We need you. Share what you do #LikeAGirl http://t.co/NEoSWA6JeR,1
The #Leafs have hired Jacques Lemaire as Special Assignment Coach. #TMLtalk READ ? http://t.co/kZzjWliIwV http://t.co/kYht7OYYvk,1
RT @Danwinnik34: Don't worry #LeafsNation still practicing while on the honeymoon #IceHockeySimulator #WhoKnew http://t.co/liQed4hnAd,1
It's #FutureDay! Which means things like THIS shouldn't be happening anymore. #BackToTheFuture #StopAnimalTests https://t.co/IoR3JKuhyU,1
Congratulations Speaker Ryan! https://t.co/HxMvDFEK3M,1
I want to live in a world where children...can drink clean water... A must watch video on @water by @RealJohnGreen http://t.co/P4dHTDjyIx,1
Everyone deserves to be free! #EmptyTheTanks via https://t.co/WJ1CzlV2CF https://t.co/ke4XgB2O7D,1
RT @43_Kadri: What up Halifax,1
Come back any time @MStrooo6! http://t.co/pLIVpNVU3K,1
Happy Birthday to Leafs great Wendel Clark! #TMLtalk #DQBirthdays https://t.co/oMr4TaRfla,1
Celebrating one of the greatest. http://t.co/FX5bGULrNa,1
One year from today... https://t.co/9LCQqbiLeW,1
#SOTU Fact Check: FALSE. http://t.co/F8GfnRA80B,1
Can't take any more of the #DemDebate? Join our fight for victory in #2016. http://t.co/06yl6Mgrii http://t.co/IIdDZdMHrc,1
William Nylander with the sick snipe. #TMLtalkhttps://t.co/I9xPkqQDAV,1
RT .@SaraBareilles: I don't normally tweet advertisements but I love this one from .@Always. #likeagirl is a good thing!! https://t.co/FVQos…,1
This #WaterWednesday is dedicated to Jacqueline. Enjoy her story and then join us to give #everymom safe @water: http://t.co/XFCyT6q7Wn,1
"RT @CNNPolitics: .@Reince: ""I was very disappointed in the moderators. I'm disappointed in CNBC"" https://t.co/CBTwLz2fAQ #GOPDebate https:/…",1
RT @RealBenCarson: Republicans have an opportunity to lead and show the country the benefits of conservative ideas! #CarsonOnTheMove http:/…,1
Number 13 — Mats Sundin. #TMLtalk #WorldPhotographyDay http://t.co/yQioQw5PVp,1
#SOTU Fact Check: FALSE. http://t.co/lvwTlIC0UP,1
Jake Gardiner wins it for the #Leafs. #TMLtalk https://t.co/YL2DZ9cyuF,1
There are already too many homeless dogs. Don't create demand for more by buying from breeders. Adopt from shelters. https://t.co/Mnat5KjBXi,1
Horn sounds... LEAFS WIN! #TMLtalk http://t.co/2sSfCE46q4,1
RT @LKomarov: Back in Toronto..#Finnair http://t.co/vfvjN0QiVu,1
Americans need a president they can trust #WhyImNotVotingForHillary http://t.co/9bLOofw68u #StopHillary http://t.co/mlZK2uAgb1,1
Happy Birthday Joffrey Lupul! #TMLtalk #DQBirthdays http://t.co/uPwgaZYN7v,1
All animals should be free of chains ?? https://t.co/4Q5rAOvAHW,1
Happy Birthday Nazem Kadri! #TMLtalk #DQBirthdays http://t.co/ZWll2Bf6wo,1
?? http://t.co/9cFSBHJUp4,1
Why is killing an intelligent peaceful animal considered okay just because someone wants bacon in the morning? ?? http://t.co/v02OT41LMF,1
We will never forget this day the innocent lives lost and our common resolve to keep Americans safe from terrorism. http://t.co/JubbdwWyiN,1
Two hours was long enough. http://t.co/5f0tj0JcxE #DemDebate http://t.co/AvDjQboEFd,1
Coming Nov. 2016: Your #GOP president. http://t.co/WSnztzorwZ Complete the GOP Straw Poll. http://t.co/WMUk5jq4eH,1
The #Leafs have signed Jonathan Bernier to a two-year extension. #TMLtalk READ: http://t.co/6tBwZPTjxd http://t.co/wuFyrXKHdA,1
Urgent reminder as temperatures start to drop: Bring your animals inside! #BanChaining https://t.co/f5W0uUiDxQ,1
We'd like to wish a very Happy Thanksgiving to Canadians at home and abroad!,1
GOAL! JAMES! VAN! RIEMSDYK! #TMLtalk,1
RT @BenAffleck: Matt & I are supporting causes near and dear to us: @EasternCongo & @Water. Want to join us in LA? Get the scoop: http://t.…,1
RT @drsanjaygupta: matt damon is a man on a mission to bring clean @water to the 768 million people who still need it http://t.co/FDO56hngf…,1
RT .@BleacherReport: VIDEO: This Super Bowl commercial looks to end #LikeAGirl prejudice http://t.co/RhACDc3YpU http://t.co/CDaTe4O68E,1
This summer include your lemonade stand on http://t.co/0TNrwMOK25 and give @water to people around the world! http://t.co/ugVpoCcbk7,1
False. #DemDebate http://t.co/BfEdxW3gkP,1
Congratulations Coach. #TMLtalk https://t.co/mCKUzWFkUx,1
I voted for Barack Obama #FiveWordsToRuinADate,1
Our salute to the @BlueJays. Bring it home! WATCH: http://t.co/TJ3mJz5eDp,1
RT @JVReemer21: Congrats to Danny Briere on a helluva career! Was a privilege to play with and learn from you! #sneaky,1
Here we go. #tmltalk http://t.co/WHsK3n3zQ2,1
On Chris Kyle Day we honor a true American hero. http://t.co/AQwt9fHDmX,1
Imagine if you were stalked shot & killed because someone wanted to hang your head on their wall. #BanHunting https://t.co/CbduaaymbX,1
tfw you're super stoked about hockey being back. #TMLtalk http://t.co/r7mU22nYqv,1
RECAPThe #Leafs beat the Sens in Ottawa in OT 4-3.The #Leafs beat the Sens in Toronto 4-1. #TMLtalk http://t.co/99UZkIL2XJ,1
BREAKING: A dolphin calf was just born at #SeaWorld. This baby will sadly never be able to swim free in the ocean. https://t.co/tWxrTpZiHg,1
RT .@espnW: Happy National Girls & Women In Sports Day! What are you proud to do #LikeAGirl?  http://t.co/xnFpJh37Wc #NGSWD http://t.co/BU7d…,1
RT @Jgardiner272: Still looking for an apartment in T dot. Anybody need a roommate?! #Homeless,1
?? #TMLtalk http://t.co/czeku4x1UC,1
These countries have BANNED circuses that use animals:- Mexico- Peru- Greece- Colombia- Netherlands- Austria#BoycottTheCircus,1
Thank you @realjohngreen @billgates + the thousands of amazing Nerdfighters who gave so 8000 people in Ethiopia can have safe @water.,1
FINAL SCORE: The #Leafs beat the Blue Jackets on the road by a 6-3 score. #TMLtalk #ForTheWin http://t.co/heCqLtuyfw,1
.@Reince: The American people have put their trust in the Republican Party sending a GOP majority to the Senate. http://t.co/kWwqzIlnKk,1
Thank you thank you!A million times thank you!#TMLtalk http://t.co/Hhszjmfg5u,1
RT .@Maisie_Williams: Please keep sharing the new video from .@always and show the world you are unstoppable #LikeAGirl #ad https://t.co/Ewv9…,1
Today we remember the life of Cpl. Nathan Cirillo. https://t.co/xFgDkUSKGL,1
Congratulations @torontofc! Can't wait to see you in the MLS playoffs. http://t.co/aCiN5gTRWF,1
@norm Keep your phone handy Norm. We get into it with Philly three times this season.,1
We learned this film changes how people think about doing things #LikeAGirl. Sharing with millions at #SB49. RT +1 https://t.co/V5nOh2Z4jr,1
Dion Phaneuf's big second period hit. #TMLtalk https://t.co/qKtngwNHoP,1
. @SportChek Player Alert: #Leafs acquire Michael Grabner from the Islanders. #tmltak READ: http://t.co/cj6ptgg6gp http://t.co/9q0fY2Mqrk,1
ALL dogs in shelters deserve a loving home no matter how big or how small. http://t.co/QJhqVJdrHt #AdoptADogMonth http://t.co/P59W4X8DWr,1
RT @EllenPompeo: DAY ...MADE... @Water.org https://t.co/pJACQUsLoH,1
@DAVIDprice14 Welcome to Toronto David!,1
????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????dogs are love????????????????????????????????????????????????,1
RT .@spasmunkey: Go to space #LikeAGirl. Two women are currently living and working #OffTheEarthForTheEarth aboard our .@Space_Station. http:…,1
RT @johngreen: Wow! Almost $1800 raised for @water already this morning on my birthday. THANK YOU! I'll match all donations today: http://…,1
Millions of girls are showing us what #LikeAGirl really means.  Share what you do #LikeAGirl. https://t.co/Uut0myENPe,1
These are the Google search spikes for the last 60 minutes. People definitely care about her damn emails. #DemDebate http://t.co/tTMqjteaCh,1
RT @Molson_Canadian: Last year we built a rink on top of the world. This year…? #AnythingForHockeyhttps://t.co/iWssDfpEql,1
RT .@BuzzFeed: Women And Girls Are Showing That The Best Way To Do Things Is “Like A Girl”  http://t.co/Sglf6KDIbC http://t.co/3MrdE47iLf,1
Make tonight a game changer #CrashTwitter #LikeAGirl http://t.co/wN5voZyJdy,1
#LEAFS WIN! #TMLtalk https://t.co/QtNVBu7wMw,1
RT @StellaArtois: RT this video for a chance to win a signed Chalice by @Water.org co-founder Matt Damon. #BuyALadyADrinkSweepshttps://t.c…,1
RT .@Pampers: Enjoy our special lullaby and share what you do to be #BetterForBaby https://t.co/p7g3dcyKdl,1
Matt Damon did your #IceBucketChallenge @BenAffleck + @jimmykimmel and it involves a toilet: http://t.co/g38uCTXZEf http://t.co/gJaDI9B70o,1
RT .@espnW: We’re still proud of you. Keep writing HERstory Mo’ne. #LLWS #ThrowLikeAGirl http://t.co/RM6mZR9eAo,1
RT .@fakedansavage: For the record: that #LikeAGirl commercial made me tear up. Only one so far that has. #SuperBowlXLIX,1
RT to #CrashTwitter #LikeAGirl http://t.co/Dp4SFH1SUG,1
"Q: ""How would you be different than Obama's administration?"" #DemDebate http://t.co/bWixgHNBTu",1
RT .@Maisie_Williams: I would love for you all to check out the new video and get inspired to be unstoppable #LikeAGirl #ad https://t.co/Ewv…,1
Happy 94th Birthday Nancy Reagan! Retweet to honor this great First Lady! http://t.co/z8xZt4p2N2,1
RT @johngreen: Nerdfighteria raised $309000 to get clean water to people in Ethiopia. @Water's lovely thank you video: https://t.co/Rn3JN9…,1
RT @Marner93: Thank you @MapleLeafs for everything this past couple weeks. Learned a lot of things to take back to London! True honour to w…,1
RT .@VanessaHudgens: Inspired by this .@Always video! Who run the world? GIRLS! I'm proud to do things #LikeAGirl. #spon http://t.co/w1LXxdnO…,1
RT @realjohngreen: We've already raised over $16000 to bring safe water to people in rural Ethiopia. THANK YOU! http://t.co/4cY5pAUArh,1
RT @realjohngreen: Hey nerdfighteria let's raise $100000 to get people in Ethiopia the clean water they desperately need. Join me: http:/…,1
"RT .@AdamSchefter: As the father of a 6-year-old girl this ""#LikeAGirl"" #ad is inspirational.. https://t.co/rZauBAACKc",1
RT @johngreen: Thanks to everyone who has donated to @Water for my birthday. Over $5000! I'll match all donations today: http://t.co/L2wmd…,1
You just found out Mats Sundin is being added to Legends Row. Here's exclusive footage of Mats Sundin finding outhttps://t.co/czldbIJEMf,1
Mats Sundin is our mystery induction into #LegendsRow. #TMLFanFest http://t.co/OaLBe3jR7R,1
RT .@alexmorgan13: Love this .@Always campaign! This summer proves girls don’t have limits. Be unstoppable #LikeAGirl. Watch: http://t.co/wRk…,1
Congratulations Coach. #TMLtalk http://t.co/L2q1q3VV3a,1
Retweet to wish President & Laura Bush a happy anniversary! http://t.co/L1mus36xp6,1
RETWEET this tweet and you will be entered to win 1 of 5 pairs of tickets to tonight's game! #TMltalk,1
RT .@TheHungerGames: .@Always Katniss Everdeen rewrites the rules #LikeAGirl http://t.co/VLE76iqmwd,1
RT @johngreen: Good morning! Thanks for all your birthday wishes. To celebrate I'm matching all your donations to @Water today: http://t.c…,1
RT @Reince: I just sent this letter to NBC News suspending our partnership for the February Debate: https://t.co/MVke5m2EBm,1
We know for a fact this film has a powerful effect and changes what #LikeAGirl means. Watch. Share. Help. https://t.co/mIMXKcQVws,1
We’re not going to stop until the world thinks #LikeAGirl is a compliment. We need you. Share what you do #LikeAGirl http://t.co/0ZfcnzfHOB,1
RT @MattBomer: Thank you again to every1 who made our @Water fundraiser a success and to every1 who reached out on my bday. I'm so gratefu…,1
RT @realjohngreen: If nerdfighteria raises $100K to give 8000 Ethiopians clean water @billgates will match the gift (!!!!!!!!!!) http://t…,1
Congrats to .@Patriots you played ran and won #LikeAGirl. #SB49 http://t.co/qGY9cwT7qI,1
RT @BillGates: .@realjohngreen Happy to help reduce world suck! http://t.co/fSxb2UFXo3,1
Thanks to @OfficialR5 for giving water this summer. Check out the band’s official fundraiser for @Water.org http://t.co/bm8iaWZ08y,1
We're on a mission to change the meaning of doing things #LikeAGirl. Bringing the news to millions at #SB49. You in? https://t.co/iv4NgGU6mW,1
RT @StellaArtois: Retweet & @StellaArtois will donate 1yr of clean water to @Water to help solve the world water crisis #WorldWaterDay http…,1
RT @StellaArtois: Retweet & @StellaArtois will donate 1yr of clean water to @Water to help solve the world water crisis #WorldWaterDay http…,1
The stats tell us that people’s perception of #LikeAGirl changes after watching this. Need your help. Share https://t.co/mAWtbeFgM7,1
RT @realjohngreen: WE DID IT IN TWO DAYS! Nerdfighters raise $100000 for @water; @billgates will match the donation! http://t.co/OuRrqoNZGt,1
RT .@Maisie_Williams: Always studies show that 72% of girls feel boxed in by society dictating what they should or shouldn't do- It's time …,1
RT @RED: You’ve got until Feb 3 11:59pm EST to download #NewU2Song free & $1 goes to fight AIDS w/ @RED http://t.co/45EcQA2gjI http://t.co/…,1
Let's hear you ROAR #LikeAGirl tonight! RT http://t.co/ScYA5c6cpo,1
RT @grabs40: Thanks to the @NYIslanders for the opportunity and the last 5yrs and the fans for all their support..on to a new chapter now #…,1
RT @BillGates: Well done #nerdfighters! @realjohngreen @water,1
Congrats to the @bluejays on a great season. You made Canada proud.,1
Congratulations to the @BlueJays your 2015 AL East Champs. All of Toronto is behind you. #ComeTogether http://t.co/Wc5TSVv7wv,1
This film changes how people think about doing things #LikeAGirl only to be positive. RT. WE NEED YOU https://t.co/v7OmEzLhjW,1
RT .@juliannehough: Wow #LikeAGirl that's right!!!,1
RT @rydelR5: #WorldWaterDay is this week! @Water.org Learn more at http://t.co/rs2EdezMhN https://t.co/R7tfiBll1m,1
10000 Retweets and someone walks away with 2015-16 season tickets! Good luck! #TMLtalk,1
RT @MattBomer: For my birthday I'm asking folks to help me give clean water to people in need. Support my fundraiser here: http://t.co/T5lY…,1
AFTER half-time girls are the superstars. Get ready for some #LikeAGirl pride. #katyperry .@COVERGIRL Ambassador https://t.co/YWN0g06v0K,1
RT @MittRomney: Take the pledge to #StopHillary. http://t.co/dAV3Lxitjm Sign & join 100000 strong for a Republican White House. http://t.c…,1
When people watch this film it changes their perspective on what #LikeAGirl means. Run as fast as you can & share! https://t.co/jC7gSNEwwt,1
RT @rickygervais: German Hunter pays 40K to kill Africa's biggest elephanthttp://t.co/jxkkLrUubV Can I pay 40K to knock Germany's biggest …,1
????????????????????FRIENDS??????????NOT????????????FOOD????????????????????????,1
Seeing these girls teaches us what #LikeAGirl really means.  RT #LikeAGirl. Make tonight a game changer https://t.co/Eqi9TGb94i,1
RT @TheEllenShow: Oh nae nae he didn’t. https://t.co/vg3O5rfqJh,1
RETWEET this tweet and you will be entered to win one of the great prizes below. #TMLTalk http://t.co/H7snKFWmy4,1
These girls teach us what #LikeAGirl really means.  See the entire experiment. Share #LikeAGirl https://t.co/RDGlMhlwiO,1
Congrats @BlueJays on winning the ALDS!@JoeyBats19 if you could get your bat that landed on the Air Canada Centre roof that'd be great.,1
RT .@joshwark: I am proud to work on the #LikeAGirl campaign! Help spread the word #SB49 .@TeachForAmerica .@always .@NBCNews .@espn http://t.co…,1
RT .@ddlovato: So empowered by the #SB49 .@Always ad. I’m proud to sing #LikeAGirl!! What do you do #LikeAGirl?! http://t.co/SinBKziSOa  #ad,1
RT @GeorgeHWBush: Seventy years ago this very day Barbara Pierce of Rye NY made me the happiest and luckiest man on earth. http://t.co/…,1
text,1
RT @HillaryClinton: Watch the #GOPdebate? Bet you feel like donating to a Democrat right about now. http://t.co/pGlQCqQgOP http://t.co/QP1eâ€¦,1
RT @LeKarmaSucre: How the #GOPDebate handled #BlackLivesMatter http://t.co/8ZGdY6lPCT,1
RT @BernieSanders: Tom Hanks. Finally. Somebody who makes some sense. #GOPDebate #DebateWithBernie,1
"RT @JamelleMyBelle: Meanwhile, in the White House...  #GOPDebate http://t.co/nouUUt5hKq",1
RT @AdamSmith_USA: democrats watching the #GOPDebate http://t.co/MuSUto1iRh,1
RT @HillaryClinton: Missing Jon Stewart already. #GOPdebate #JonVoyage -H,1
"RT @RealBenCarson: May the Lord guide my words tonight, let His wisdom be my thoughts. #GOPDebate",1
"RT @kvxrdashian: Jeb Bush: ""Obama is at fault, not my brother, because Obama didn't clean up the mess my brother made."" #GOPDebate http://tâ€¦",1
RT @deray: Trump literally said that he donates to politicians and then calls them later to get what he wants. He literally just said that.â€¦,1
RT @BernieSanders: Oh. It was just a movie trailer. #GOPDebate #DebateWithBernie,1
RT @BernieSanders: Still waiting. Will Fox ask if it's appropriate for billionaires to buy elections? #DebateWithBernie #GOPDebate,1
RT @pattonoswalt: I want @BernieSanders to quietly walk out onto this stage and five-point-palm-exploding-heart all these hollow beasts. #Gâ€¦,1
RT @withlove_eb: Ben Carson is at the #GOPDebate like.... http://t.co/CM6Ya8NQEV,1
"RT @PhillyD: I went to a gay wedding. 
""Applause""
And there were black people there too!
""Standing ovation""
#GOPDebate",1
RT @pattonoswalt: Donald Trump's views on immigration are based solely on the first 8 minutes of SCARFACE. #GOPDebate,1
"RT @feministabulous: There's nothing like listening to ten dudes who will never need an abortion, talk about whether I should have a right â€¦",1
"RT @feministabulous: If you ""hate abortion"" then you shouldn't defund Planned Parenthood because that's a surefire way to increase abortionâ€¦",1
"RT @pattonoswalt: ""Kill people and break things,"" Huckabee just described the GOP. #GOPDebate",1
"RT @rebleber: Not mentioned in the #GOPdebate:
Voting rights
Climate change
Gun violence
Police shootings
Student debt
Inequality",1
"RT @pattonoswalt: ""That concludes our debate! Please welcome the Koch Brothers who will choose an ideological broodmare from our whore-stabâ€¦",1
"RT @billmaher: Jesus, this is the worst production of Glengarry Glen Ross I've ever seen #GOPDebate",1
"RT @pattonoswalt: My daughter, just now: ""Can't we watch CUPCAKE WARS?""
Me: ""We are, sweetie. We are."" #GOPDebate",1
"RT @sallykohn: Hey look, itâ€™s 10 men standing on a stage arguing why they should get to control womenâ€™s bodies and choices. #GOPDebate",1
"RT @pattonoswalt: ""Jesus...good guy. I would've sealed his tomb better. Cheap craftsmanship, a boulder that can just be rolled away."" -- Trâ€¦",1
"RT @tedcruz: If elected, on my first day as President, I'll rescind every illegal and unconstitutional executive order enacted by Pres. Obaâ€¦",1
RT @BHowl_: How come there's no talk about climate change? Has anyone here even seen California right now? #GOPDebate #DebateWithBernie,1
"RT @billmaher: Ben Carson doubts HIllary will be the Dem nominee?? Ben, do you still have your brain-cutting tools? And a mirror? OK, lie dâ€¦",1
RT @deray: Ben Carson essentially just said race doesn't matter. #GOPDebate,1
"RT @DanScavino: #GOPDebate Winner!
Drudge 50% (187K) @realDonaldTrump 
TIME 46% (25K) @realDonaldTrump 
FOXSD 49% @realDonaldTrump http://tâ€¦",1
RT @frankthorpNBC: The Rand Paul eye roll to Chris Christie at the #GOPDebate https://t.co/hf318QSoWD,1
RT @DesiJed: Hillary right now #GOPDebate http://t.co/mjsz7LWotz,1
RT @billmaher: Enough with hating on Trump for being misogynist! Get to the part where these 10 guys debate whether Amy Schumer is fuckableâ€¦,1
"RT @Franklin_Graham: As you watch the #GOPDebate, pray for the future of this nation and that America would turn back to God. #PrayforAmeriâ€¦",1
"RT @zachbraff: Anyone wanna watch the #GOPDebate ? I have weed, chips and guac.",1
"RT @pattonoswalt: If Trump is against ""p.c. culture,"" I'm suddenly 100% for it. Not even kidding. What a howling shit-cave of a human. #GOPâ€¦",1
RT @MattyIceAZ: IRONY: Watching 10 men debate women's right to choose. #GOPDebate,1
RT @AlexAllTimeLow: Facebook logo for president. #GOPDebate,1
"RT @billmaher: Good for you, Megyn Kelly, calling Ben Carson an idiot right off the bat. #GOPDebate",1
RT @pattonoswalt: They're talking about Hilary like she's John Wick. I love it. #GOPDebate,1
"RT @pattonoswalt: ""Have any of you received a word from God?"" = ""Are any of you soup-sandwich crazy?"" #GOPDebate",1
RT @richardroeper: Hillary Clinton right now. #GOPDebate http://t.co/RFqoPQbzGk,1
RT @_Snape_: Muggles are a joke. #GOPDebate,1
RT @FrankLuntz: The biggest (pleasant) surprise in tonightâ€™s #GOPDebate was Ben Carson. #KellyFile,1
RT @CarlyFiorina: The highest calling of leadership is to challenge the status quo &amp; unlock potential in others. #GOPDebate. #Carly2016,1
RT @NotBillWalton: The Straight Outta Compton trailer that just came on spent more time on police brutality than the #GOPDebate did.,1
RT @tedcruz: What we need is a Commander-in-Chief that makes it clear if you join ISIS then you are signing your death warrant #GOPDebate #â€¦,1
"RT @deray: Before the #GOPDebate began, didn't the moderators say that 8 million ppl were discussing ""racial issues""? What happened to thosâ€¦",1
"RT @JamilSmith: Ben Carson says that folks are trying to start a race war. Is he talking about #BlackLivesMatter, or folks like Dylann Roofâ€¦",1
"RT @pattonoswalt: Despite what Huckabee says, I always make sure my prostitute AND her pimp pay FICA and pension. #GOPDebate",1
RT @_youhadonejob: Donald Trumps hair arrives early for the Republican Party presidential debate. #GOPDebate http://t.co/cQuPKRyBse,1
RT @ColMorrisDavis: Amusing to hear men who chose not to serve in the military talk tough about using other people's kids to backup their bâ€¦,1
RT @nerdist: Trump constantly looks like he's trying to push out a fart. #GOPDebate,1
RT @funnyordie: This feels like FOX News tried to be the cool parents that let their kids have a party &amp; now the house is on fire. #GOPDebaâ€¦,1
"RT @BettyBowers: Asking about God violates  Article VI, paragraph 3 of the Constitution: ""There will be no religious test for office."" #GOPâ€¦",1
RT @PhillyD: Bringing up the Constitution or Ronald Reagan at the #GOPDebate is like when a musician screams the name of the city he is plaâ€¦,1
RT @tedcruz: RT if you agree it's #ATimeForTruth! #GOPDebate #CruzCrew http://t.co/fK2POhfP7Y,1
"RT @marcorubio: This election better be about the future, not the past. #GOPDebate",1
RT @megynkelly: .@brithume: Best closing statement was @RealBenCarson #GOPDebate,1
"RT @marcorubio: If I'm our nominee, we'll be the party of the future. #GOPDebate",1
RT @kingsthings: The #GOPdebate is not a debate at all. It's a series of 1 minute opportunities to avoid answering a question one candidateâ€¦,1
